method,group,n,acc,macro_f1,lambda_align
Concat,High-D+Low-R,746.0,0.613941018766756,0.5986590456493459,
Concat,High-D+High-R,747.0,0.7429718875502008,0.7235026385607936,
UncondAlign,High-D+Low-R,746.0,0.6166219839142091,0.5991605532607184,0.01
UncondAlign,High-D+High-R,747.0,0.7483266398929049,0.7271549223255832,0.01
