method,group,n,acc,macro_f1,lambda_align
Concat,High-D+Low-R,725.0,0.64,0.6395635192518906,
Concat,High-D+High-R,725.0,0.7531034482758621,0.7421549945763407,
UncondAlign,High-D+Low-R,725.0,0.6455172413793103,0.6411229109769047,0.01
UncondAlign,High-D+High-R,725.0,0.7475862068965518,0.734851291626307,0.01
