method,group,n,acc,macro_f1,lambda_align
Concat,High-D+Low-R,776.0,0.6430412371134021,0.6378925923871014,
Concat,High-D+High-R,776.0,0.7487113402061856,0.7338014860627925,
UncondAlign,High-D+Low-R,776.0,0.645618556701031,0.6397375336813181,0.01
UncondAlign,High-D+High-R,776.0,0.7461340206185567,0.7288385198506001,0.01
