method,group,n,acc,macro_f1,lambda_align
Concat,High-D+Low-R,748.0,0.6403743315508021,0.6293205223275147,
Concat,High-D+High-R,749.0,0.7503337783711616,0.7169901346690898,
UncondAlign,High-D+Low-R,748.0,0.6363636363636364,0.6276211010765657,0.01
UncondAlign,High-D+High-R,749.0,0.7516688918558078,0.7214806865065685,0.01
