method,group,n,acc,macro_f1,lambda_align
Concat,High-D+Low-R,780.0,0.6205128205128205,0.6143536538392261,
Concat,High-D+High-R,781.0,0.7631241997439181,0.7584833803484251,
UncondAlign,High-D+Low-R,780.0,0.6153846153846154,0.6041791172201827,0.05
UncondAlign,High-D+High-R,781.0,0.7618437900128041,0.756746709153674,0.05
