method,group,n,acc,macro_f1,lambda_align
Concat,High-D+Low-R,736.0,0.6372282608695652,0.6234948136594323,
Concat,High-D+High-R,736.0,0.7377717391304348,0.7199843128636904,
UncondAlign,High-D+Low-R,736.0,0.6277173913043478,0.6155501617484355,0.1
UncondAlign,High-D+High-R,736.0,0.7364130434782609,0.711617000443816,0.1
