method,group,n,acc,macro_f1,lambda_align
Concat,High-D+Low-R,790.0,0.6025316455696202,0.5895198317079683,
Concat,High-D+High-R,791.0,0.7383059418457648,0.7297872709407299,
UncondAlign,High-D+Low-R,790.0,0.610126582278481,0.5982089658601423,0.01
UncondAlign,High-D+High-R,791.0,0.7496839443742098,0.7437300795087536,0.01
