method,group,n,acc,macro_f1,lambda_align
Concat,High-D+Low-R,115.0,0.48695652173913045,0.3193352795867954,
Concat,High-D+High-R,115.0,0.5565217391304348,0.37446965504519464,
UncondAlign,High-D+Low-R,115.0,0.40869565217391307,0.3480467687845554,0.01
UncondAlign,High-D+High-R,115.0,0.6260869565217392,0.4293166405842463,0.01
