method,group,n,acc,macro_f1,lambda_align
Concat,High-D+Low-R,748.0,0.6082887700534759,0.596984957839812,
Concat,High-D+High-R,748.0,0.7406417112299465,0.7135640990215347,
UncondAlign,High-D+Low-R,748.0,0.5989304812834224,0.5897248765711549,0.01
UncondAlign,High-D+High-R,748.0,0.7352941176470589,0.7043849447825107,0.01
