seed,run_dir,method,group,n,acc,macro_f1,lambda_align
4,C:\Users\Administrator\Desktop\论文\code\disagreement_phenomenon\outputs\mosei\multi_seed_20260614_201634\runs\mosei\20260614_202303,Concat,High-D,1561.0,0.6918641896220371,0.6860881708576961,
4,C:\Users\Administrator\Desktop\论文\code\disagreement_phenomenon\outputs\mosei\multi_seed_20260614_201634\runs\mosei\20260614_202303,Concat,Overall,4643.0,0.6095197070859358,0.6074883899962364,
4,C:\Users\Administrator\Desktop\论文\code\disagreement_phenomenon\outputs\mosei\multi_seed_20260614_201634\runs\mosei\20260614_202303,UncondAlign,Low-D,1404.0,0.5349002849002849,0.4915511396880919,0.05
4,C:\Users\Administrator\Desktop\论文\code\disagreement_phenomenon\outputs\mosei\multi_seed_20260614_201634\runs\mosei\20260614_202303,UncondAlign,Mid-D,1678.0,0.6042908224076281,0.5899326390764169,0.05
4,C:\Users\Administrator\Desktop\论文\code\disagreement_phenomenon\outputs\mosei\multi_seed_20260614_201634\runs\mosei\20260614_202303,UncondAlign,High-D,1561.0,0.6886611146700833,0.6814597083776671,0.05
4,C:\Users\Administrator\Desktop\论文\code\disagreement_phenomenon\outputs\mosei\multi_seed_20260614_201634\runs\mosei\20260614_202303,UncondAlign,Overall,4643.0,0.6116734869696318,0.6127504878817889,0.05
5,C:\Users\Administrator\Desktop\论文\code\disagreement_phenomenon\outputs\mosei\multi_seed_20260614_201634\runs\mosei\20260614_202514,Concat,Low-D,1417.0,0.544107268877911,0.5285691097988998,
5,C:\Users\Administrator\Desktop\论文\code\disagreement_phenomenon\outputs\mosei\multi_seed_20260614_201634\runs\mosei\20260614_202514,Concat,Mid-D,1657.0,0.5914302957151478,0.571819044747348,
5,C:\Users\Administrator\Desktop\论文\code\disagreement_phenomenon\outputs\mosei\multi_seed_20260614_201634\runs\mosei\20260614_202514,Concat,High-D,1569.0,0.7049075844486934,0.7023221826694237,
5,C:\Users\Administrator\Desktop\论文\code\disagreement_phenomenon\outputs\mosei\multi_seed_20260614_201634\runs\mosei\20260614_202514,Concat,Overall,4643.0,0.6153349127719147,0.6169062729086143,
5,C:\Users\Administrator\Desktop\论文\code\disagreement_phenomenon\outputs\mosei\multi_seed_20260614_201634\runs\mosei\20260614_202514,UncondAlign,Low-D,1417.0,0.5405786873676782,0.5117030880275245,0.05
5,C:\Users\Administrator\Desktop\论文\code\disagreement_phenomenon\outputs\mosei\multi_seed_20260614_201634\runs\mosei\20260614_202514,UncondAlign,Mid-D,1657.0,0.5835847917923959,0.5605528359638224,0.05
5,C:\Users\Administrator\Desktop\论文\code\disagreement_phenomenon\outputs\mosei\multi_seed_20260614_201634\runs\mosei\20260614_202514,UncondAlign,High-D,1569.0,0.6947100063734863,0.6895763472120279,0.05
5,C:\Users\Administrator\Desktop\论文\code\disagreement_phenomenon\outputs\mosei\multi_seed_20260614_201634\runs\mosei\20260614_202514,UncondAlign,Overall,4643.0,0.6080120611673487,0.6081434237092076,0.05
