method,group,n,acc,macro_f1,lambda_align
Concat,High-D+Low-R,730.0,0.6397260273972603,0.6308613732886915,
Concat,High-D+High-R,731.0,0.7428180574555403,0.7230824599749557,
UncondAlign,High-D+Low-R,730.0,0.6424657534246575,0.6369928749434437,0.05
UncondAlign,High-D+High-R,731.0,0.7441860465116279,0.7181419589650019,0.05
