method,group,n,acc,macro_f1,lambda_align
Concat,High-D+Low-R,751.0,0.6271637816245007,0.611753198576728,
Concat,High-D+High-R,751.0,0.7217043941411452,0.7024717644552633,
UncondAlign,High-D+Low-R,751.0,0.6378162450066578,0.6249933168249212,0.05
UncondAlign,High-D+High-R,751.0,0.7243675099866844,0.7106157255485318,0.05
