method,group,n,acc,macro_f1,lambda_align
Concat,High-D+Low-R,761.0,0.6202365308804205,0.6029544824862045,
Concat,High-D+High-R,762.0,0.7375328083989501,0.7332869837369133,
UncondAlign,High-D+Low-R,761.0,0.6097240473061761,0.5971392790865168,0.01
UncondAlign,High-D+High-R,762.0,0.7414698162729659,0.740004523064873,0.01
