group,delta_acc,delta_macro_f1,lambda_align
Low-D,-0.002135231316725994,0.01975896812880651,0.1
Mid-D,-0.011078717201166155,0.000586504583598324,0.1
High-D,0.009848982271831841,0.005996521216528272,0.1
Overall,-0.0015076459185872082,0.0018139891575308376,0.1
