method,group,n,acc,macro_f1,lambda_align
Concat,High-D+Low-R,761.0,0.6373193166885677,0.632686544215966,
Concat,High-D+High-R,762.0,0.7375328083989501,0.7349895347687264,
UncondAlign,High-D+Low-R,761.0,0.6452036793692509,0.6347996330478786,0.1
UncondAlign,High-D+High-R,762.0,0.7493438320209974,0.7464314942781719,0.1
