method,group,n,acc,macro_f1,lambda_align
Concat,High-D+Low-R,766.0,0.608355091383812,0.601806909119467,
Concat,High-D+High-R,767.0,0.7614080834419817,0.7152742286751037,
UncondAlign,High-D+Low-R,766.0,0.6148825065274152,0.6064076671129568,0.01
UncondAlign,High-D+High-R,767.0,0.7614080834419817,0.7354589136292257,0.01
