method,group,n,acc,macro_f1,lambda_align
Concat,High-D+Low-R,106.0,0.46226415094339623,0.4031376950631609,
Concat,High-D+High-R,106.0,0.6698113207547169,0.5084435261707989,
UncondAlign,High-D+Low-R,106.0,0.5,0.4338709677419355,0.5
UncondAlign,High-D+High-R,106.0,0.6132075471698113,0.42389614427860695,0.5
